_id,edad,genero,cp,estado,ciudad,contractnumber,weekly_earnings,trips,stars,payment_amount,is_paid,week,tenure_weeks,support_tickets,vehicle_power
6532d823c646b446bdce259a,38,H,14420,Ciudad de México,TLALPAN,1011,3882.55,44,4.53,2712.35,1,12/02/2024,73,0,EV
6532fb1cc646b446bdce26d1,43,H,57210,Estado de México,NEZAHUALCOYOTL,1012,13247.64,124,5,3281.95,1,01/01/2024,53,0,Gasoline
6532fb1cc646b446bdce26d1,43,H,57210,Estado de México,NEZAHUALCOYOTL,1012,12217.57,149,4.85,3281.95,1,08/01/2024,54,0,Gasoline
6532fb1cc646b446bdce26d1,43,H,57210,Estado de México,NEZAHUALCOYOTL,1012,11253.75,204,5,3281.95,1,15/01/2024,55,0,Gasoline
6532fb1cc646b446bdce26d1,43,H,57210,Estado de México,NEZAHUALCOYOTL,1012,12588.77,135,4.8,3281.95,1,22/01/2024,56,0,Gasoline
6532fb1cc646b446bdce26d1,43,H,57210,Estado de México,NEZAHUALCOYOTL,1012,14458.25,197,5,3281.95,1,29/01/2024,57,0,EV
6532fb1cc646b446bdce26d1,43,H,57210,Estado de México,NEZAHUALCOYOTL,1012,11896.96,108,4.9,3281.95,1,05/02/2024,58,0,EV
6532fb1cc646b446bdce26d1,43,H,57210,Estado de México,NEZAHUALCOYOTL,1012,,145,4.69,3281.95,0,12/02/2024,59,0,Gasoline
6532fc9bc646b446bdce2744,29,H,54955,Estado de México,TULTITLAN DE MARIANO,1013,31760.04,79,4.5,3199.47,1,01/01/2024,57,0,EV
6532fc9bc646b446bdce2744,29,H,54955,Estado de México,TULTITLAN DE MARIANO,1013,7931.72,107,4.38,3199.47,1,08/01/2024,58,0,Gasoline
6532fc9bc646b446bdce2744,29,H,54955,Estado de México,TULTITLAN DE MARIANO,1013,7500.78,92,4.72,3199.47,0,15/01/2024,59,0,Gasoline
6532fc9bc646b446bdce2744,29,H,54955,Estado de México,TULTITLAN DE MARIANO,1013,8323.33,93,4.45,3199.47,1,22/01/2024,59,0,Gasoline
6532fc9bc646b446bdce2744,29,H,54955,Estado de México,TULTITLAN DE MARIANO,1013,7605.25,112,5,3199.47,1,29/01/2024,60,0,EV
6532fc9bc646b446bdce2744,29,H,54955,Estado de México,TULTITLAN DE MARIANO,1013,7623.65,82,4.4,,1,05/02/2024,61,0,EV
6532fc9bc646b446bdce2744,29,H,54955,Estado de México,TULTITLAN DE MARIANO,1013,8167.35,81,4.98,3199.47,1,12/02/2024,62,1,Gasoline
6532fed5c646b446bdce27cb,58,H,54879,Estado de México,CUAUTITLAN IZCALLI,1014,5107.56,67,4.88,2827.4,1,01/01/2024,52,1,Gasoline
6532fed5c646b446bdce27cb,58,H,54879,Estado de México,CUAUTITLAN IZCALLI,1014,5549.03,1,4.22,2827.4,1,08/01/2024,53,0,Gasoline
6532fed5c646b446bdce27cb,58,H,54879,Estado de México,CUAUTITLAN IZCALLI,1014,6352.12,77,4.35,2827.4,1,15/01/2024,54,1,Gasoline
6532fed5c646b446bdce27cb,58,H,54879,Estado de México,CUAUTITLAN IZCALLI,1014,6147.21,58,4.82,2827.4,1,22/01/2024,55,0,Gasoline
6532fed5c646b446bdce27cb,58,H,54879,Estado de México,CUAUTITLAN IZCALLI,1014,6380.43,55,4.59,2827.4,1,29/01/2024,56,0,Gasoline
6532fed5c646b446bdce27cb,58,H,54879,Estado de México,CUAUTITLAN IZCALLI,1014,5576.38,51,4.8,2827.4,0,05/02/2024,57,1,Gasoline
6532fed5c646b446bdce27cb,58,H,54879,Estado de México,CUAUTITLAN IZCALLI,1014,5943.23,61,4.72,2827.4,1,12/02/2024,57,0,Gasoline
6536963fc646b446bdce29bd,26,H,54987,Estado de México,TULTEPEC,1016,5423.39,53,5,2809.09,1,01/01/2024,70,0,Gasoline
6536963fc646b446bdce29bd,26,H,54987,Estado de México,TULTEPEC,1016,5286.79,49,4.94,2809.09,1,08/01/2024,71,0,Gasoline
6536963fc646b446bdce29bd,26,H,54987,Estado de México,TULTEPEC,1016,6435.18,71,5,2809.09,1,15/01/2024,72,1,Gasoline
6536963fc646b446bdce29bd,26,H,54987,Estado de México,TULTEPEC,1016,3570.2,36,4.19,2809.09,1,22/01/2024,73,0,EV
6536963fc646b446bdce29bd,26,H,54987,Estado de México,TULTEPEC,1016,6454.25,82,4.64,2809.09,1,29/01/2024,74,0,EV
6536963fc646b446bdce29bd,26,H,54987,Estado de México,TULTEPEC,1016,5248.23,55,4.62,2809.09,1,05/02/2024,75,0,Gasoline
6536963fc646b446bdce29bd,26,H,54987,Estado de México,TULTEPEC,1016,4360.21,50,5,2809.09,1,12/02/2024,76,1,EV
6536981bc646b446bdce2a48,26,H,54879,Estado de México,CUAUTITLAN IZCALLI,1017,7488.65,364,4.41,2810.04,1,01/01/2024,51,0,Gasoline
6536981bc646b446bdce2a48,26,H,54879,Estado de México,CUAUTITLAN IZCALLI,1017,7414.24,74,4.68,2810.04,1,08/01/2024,52,0,EV
6536981bc646b446bdce2a48,26,H,54879,Estado de México,CUAUTITLAN IZCALLI,1017,8096.38,61,4.67,2810.04,1,15/01/2024,53,0,Gasoline
6536981bc646b446bdce2a48,26,H,54879,Estado de México,CUAUTITLAN IZCALLI,1017,7451.86,66,4.25,2810.04,0,22/01/2024,54,0,Gasoline
6536981bc646b446bdce2a48,26,H,54879,Estado de México,CUAUTITLAN IZCALLI,1017,6573.4,62,4.34,2810.04,0,29/01/2024,54,0,EV
6536981bc646b446bdce2a48,26,H,54879,Estado de México,CUAUTITLAN IZCALLI,1017,8199.49,83,4.42,2810.04,1,05/02/2024,54,0,Gasoline
6536981bc646b446bdce2a48,26,H,54879,Estado de México,CUAUTITLAN IZCALLI,1017,7721.37,93,4.79,2810.04,1,12/02/2024,55,0,Gasoline
6536993ec646b446bdce2ae3,28,H,15810,Ciudad de México,VENUSTIANO CARRANZA,1018,8178.09,78,4.73,2882.55,1,01/01/2024,61,0,EV
6536993ec646b446bdce2ae3,28,H,15810,Ciudad de México,VENUSTIANO CARRANZA,1018,7707.79,71,4.98,2882.55,1,08/01/2024,62,0,Gasoline
6536993ec646b446bdce2ae3,28,H,15810,Ciudad de México,VENUSTIANO CARRANZA,1018,5875.83,88,4.6,2882.55,1,15/01/2024,63,0,Gasoline
6536993ec646b446bdce2ae3,28,H,15810,Ciudad de México,VENUSTIANO CARRANZA,1018,7700.21,90,5,2882.55,1,22/01/2024,64,1,EV
6536993ec646b446bdce2ae3,28,H,15810,Ciudad de México,VENUSTIANO CARRANZA,1018,6049.85,58,4.49,2882.55,1,29/01/2024,65,0,Gasoline
6536993ec646b446bdce2ae3,28,H,15810,Ciudad de México,VENUSTIANO CARRANZA,1018,7106.07,73,4.32,2882.55,1,05/02/2024,66,0,Gasoline
6536993ec646b446bdce2ae3,28,H,15810,Ciudad de México,VENUSTIANO CARRANZA,1018,6340.5,76,4.73,2882.55,1,12/02/2024,67,0,Gasoline
65369aabc646b446bdce2b74,54,H,55055,Estado de México,ECATEPEC DE MORELOS,1019,8546.25,120,4.74,3014.85,1,01/01/2024,55,1,EV
65369aabc646b446bdce2b74,54,H,55055,Estado de México,ECATEPEC DE MORELOS,1019,8679.46,107,4.64,3014.85,1,08/01/2024,56,1,Gasoline
65369aabc646b446bdce2b74,54,H,55055,Estado de México,ECATEPEC DE MORELOS,1019,8458.91,88,3.95,3014.85,1,15/01/2024,57,1,Gasoline
65369aabc646b446bdce2b74,54,H,55055,Estado de México,ECATEPEC DE MORELOS,1019,7278.04,72,4.89,3014.85,1,22/01/2024,58,0,Gasoline
65369aabc646b446bdce2b74,54,H,55055,Estado de México,ECATEPEC DE MORELOS,1019,9284.45,81,4.32,3014.85,1,29/01/2024,59,0,Gasoline
65369aabc646b446bdce2b74,54,H,55055,Estado de México,ECATEPEC DE MORELOS,1019,1339.9,64,4.41,3014.85,1,05/02/2024,60,0,Gasoline
65369aabc646b446bdce2b74,54,H,55055,Estado de México,ECATEPEC DE MORELOS,1019,40907.4,497,4.56,3014.85,1,12/02/2024,61,2,Gasoline
65369d54c646b446bdce2c34,35,H,54140,Estado de México,TLALNEPATLA DE BAZ,1020,6407.42,80,4.63,2959.17,1,01/01/2024,51,1,Gasoline
65369d54c646b446bdce2c34,35,H,54140,Estado de México,TLALNEPATLA DE BAZ,1020,6936.49,79,4.67,2959.17,1,08/01/2024,52,0,Gasoline
65369d54c646b446bdce2c34,35,H,54140,Estado de México,TLALNEPATLA DE BAZ,1020,5648.44,46,4.45,2959.17,0,15/01/2024,53,1,Gasoline
65369d54c646b446bdce2c34,35,H,54140,Estado de México,TLALNEPATLA DE BAZ,1020,7699.45,79,4.86,2959.17,1,22/01/2024,53,1,EV
65369d54c646b446bdce2c34,35,H,54140,Estado de México,TLALNEPATLA DE BAZ,1020,7896.47,83,4.66,2959.17,1,29/01/2024,54,0,Gasoline
65369d54c646b446bdce2c34,35,H,54140,Estado de México,TLALNEPATLA DE BAZ,1020,38500.75,1444,4.56,2959.17,1,05/02/2024,55,0,Gasoline
65369d54c646b446bdce2c34,35,H,54140,Estado de México,TLALNEPATLA DE BAZ,1020,5688.76,69,4.36,2959.17,1,12/02/2024,56,0,Gasoline
65396c41d6a33770b8043fd2,46,H,56386,Estado de México,CHICOLOAPAN,1021,6864.21,74,4.05,2874.74,1,01/01/2024,70,0,EV
65396c41d6a33770b8043fd2,46,H,56386,Estado de México,CHICOLOAPAN,1021,7258.62,76,4.25,2874.74,1,08/01/2024,71,1,Gasoline
65396c41d6a33770b8043fd2,46,H,56386,Estado de México,CHICOLOAPAN,1021,7949.91,103,5,2874.74,1,15/01/2024,72,0,Gasoline
65396c41d6a33770b8043fd2,46,H,56386,Estado de México,CHICOLOAPAN,1021,7969.1,91,4.85,2874.74,1,22/01/2024,73,0,Gasoline
65396c41d6a33770b8043fd2,46,H,56386,Estado de México,CHICOLOAPAN,1021,7360.55,93,4.34,2874.74,1,29/01/2024,74,0,Gasoline
65396c41d6a33770b8043fd2,46,H,56386,Estado de México,CHICOLOAPAN,1021,6862.8,64,4.36,2874.74,0,05/02/2024,75,0,EV
65396c41d6a33770b8043fd2,46,H,56386,Estado de México,CHICOLOAPAN,1021,9049.36,120,4.25,2874.74,1,12/02/2024,75,0,Gasoline
65396d5fd6a33770b8044041,52,H,55878,Estado de México,ACOLMAN,1022,5165.62,79,4.26,3067.11,1,01/01/2024,50,1,EV
65396d5fd6a33770b8044041,52,H,55878,Estado de México,ACOLMAN,1022,5596.7,96,4.68,3067.11,0,08/01/2024,51,1,Gasoline
65396d5fd6a33770b8044041,52,H,55878,Estado de México,ACOLMAN,1022,2829.31,32,4.58,3067.11,1,15/01/2024,51,0,EV
65396d5fd6a33770b8044041,52,H,55878,Estado de México,ACOLMAN,1022,2291.21,23,4.47,3067.11,1,22/01/2024,52,0,EV
65396d5fd6a33770b8044041,52,H,55878,Estado de México,ACOLMAN,1022,5764.83,61,5,3067.11,0,29/01/2024,53,1,Gasoline
65396d5fd6a33770b8044041,52,H,55878,Estado de México,ACOLMAN,1022,4780.48,58,4.78,3067.11,1,05/02/2024,53,0,EV
65396d5fd6a33770b8044041,52,H,55878,Estado de México,ACOLMAN,1022,3731.34,220,4.54,3067.11,1,12/02/2024,54,0,Gasoline
6539706ad6a33770b8044129,49,H,57708,Estado de México,NEZAHUALCOYOTL,1024,22410.31,211,4.23,2783.7,1,01/01/2024,61,0,EV
6539706ad6a33770b8044129,49,H,57708,Estado de México,NEZAHUALCOYOTL,1024,22316.08,195,1,2783.7,1,08/01/2024,62,0,EV
6539706ad6a33770b8044129,49,H,57708,Estado de México,NEZAHUALCOYOTL,1024,23846.48,271,4.49,2783.7,1,15/01/2024,63,0,Gasoline
6539706ad6a33770b8044129,49,H,57708,Estado de México,NEZAHUALCOYOTL,1024,21861.13,211,4.88,2783.7,1,22/01/2024,64,1,Gasoline
6539706ad6a33770b8044129,49,H,57708,Estado de México,NEZAHUALCOYOTL,1024,21724.59,283,5,2783.7,1,29/01/2024,65,0,EV
6539706ad6a33770b8044129,49,H,57708,Estado de México,NEZAHUALCOYOTL,1024,23244.75,259,4.29,2783.7,1,05/02/2024,66,0,Gasoline
6539706ad6a33770b8044129,49,H,57708,Estado de México,NEZAHUALCOYOTL,1024,23233.23,269,4.58,2783.7,1,12/02/2024,67,0,Gasoline
653976c5d6a33770b80441a2,48,H,54753,Estado de México,CUAUTITLAN IZCALLI,1025,4743.67,66,4.79,2875.29,1,01/01/2024,61,0,Gasoline
653976c5d6a33770b80441a2,48,H,54753,Estado de México,CUAUTITLAN IZCALLI,1025,5755.56,78,4.26,2875.29,0,08/01/2024,62,0,Gasoline
653976c5d6a33770b80441a2,48,H,54753,Estado de México,CUAUTITLAN IZCALLI,1025,4959.01,61,4.31,2875.29,1,15/01/2024,62,0,EV
653976c5d6a33770b80441a2,48,H,54753,Estado de México,CUAUTITLAN IZCALLI,1025,7748.54,72,5,2875.29,1,22/01/2024,63,0,Gasoline
653976c5d6a33770b80441a2,48,H,54753,Estado de México,CUAUTITLAN IZCALLI,1025,1178.98,71,4.51,2875.29,1,29/01/2024,64,0,Gasoline
653976c5d6a33770b80441a2,48,H,54753,Estado de México,CUAUTITLAN IZCALLI,1025,4687.81,50,4.36,2875.29,1,05/02/2024,65,1,Gasoline
653976c5d6a33770b80441a2,48,H,54753,Estado de México,CUAUTITLAN IZCALLI,1025,4259.76,41,4.82,2875.29,1,12/02/2024,66,0,Gasoline
6539794cd6a33770b8044219,29,H,15530,Ciudad de México,VENUSTIANO CARRANZA,1026,5880.52,66,4.42,2919.82,0,01/01/2024,66,0,Gasoline
6539794cd6a33770b8044219,29,H,15530,Ciudad de México,VENUSTIANO CARRANZA,1026,4783.29,66,4.88,2919.82,1,08/01/2024,66,1,Gasoline
6539794cd6a33770b8044219,29,H,15530,Ciudad de México,VENUSTIANO CARRANZA,1026,5357.94,49,4.5,2919.82,1,15/01/2024,67,1,EV
6539794cd6a33770b8044219,29,H,15530,Ciudad de México,VENUSTIANO CARRANZA,1026,5384.92,65,5,2919.82,1,22/01/2024,68,0,Gasoline
6539794cd6a33770b8044219,29,H,15530,Ciudad de México,VENUSTIANO CARRANZA,1026,6213.91,65,3.92,2919.82,1,29/01/2024,69,0,EV
6539794cd6a33770b8044219,29,H,15530,Ciudad de México,VENUSTIANO CARRANZA,1026,4807.37,46,4.9,2919.82,1,05/02/2024,70,0,Gasoline
6539794cd6a33770b8044219,29,H,15530,Ciudad de México,VENUSTIANO CARRANZA,1026,6323.97,66,4.7,2919.82,1,12/02/2024,71,1,Gasoline
65398440d6a33770b804429b,32,H,55023,Estado de México,ECATEPEC DE MORELOS,1027,10227.5,85,4.58,2973.64,1,01/01/2024,59,0,EV
65398440d6a33770b804429b,32,H,55023,Estado de México,ECATEPEC DE MORELOS,1027,12347.77,154,4.29,2973.64,1,08/01/2024,60,0,EV
65398440d6a33770b804429b,32,H,55023,Estado de México,ECATEPEC DE MORELOS,1027,13512.43,140,4.53,2973.64,1,15/01/2024,61,0,EV
65398440d6a33770b804429b,32,H,55023,Estado de México,ECATEPEC DE MORELOS,1027,13512.68,146,4.62,2973.64,1,22/01/2024,62,0,Gasoline
65398440d6a33770b804429b,32,H,55023,Estado de México,ECATEPEC DE MORELOS,1027,11001.23,140,4.63,2973.64,1,29/01/2024,63,0,EV
65398440d6a33770b804429b,32,H,55023,Estado de México,ECATEPEC DE MORELOS,1027,14113.95,154,5,2973.64,1,05/02/2024,64,0,EV
65398440d6a33770b804429b,32,H,55023,Estado de México,ECATEPEC DE MORELOS,1027,11143.79,144,4.49,2973.64,1,12/02/2024,65,0,Gasoline
65399306d6a33770b8044621,38,H,55710,Estado de México,COACOALCO,1240,11432.87,148,5,3171.11,1,01/01/2024,65,1,Gasoline
65399306d6a33770b8044621,38,H,55710,Estado de México,COACOALCO,1240,13013.66,121,4.89,3171.11,1,08/01/2024,66,0,Gasoline
65399306d6a33770b8044621,38,H,55710,Estado de México,COACOALCO,1240,12039.7,139,5,3171.11,1,15/01/2024,67,0,Gasoline
65399306d6a33770b8044621,38,H,55710,Estado de México,COACOALCO,1240,11741.99,186,4.23,3171.11,1,22/01/2024,68,0,Gasoline
65399306d6a33770b8044621,38,H,55710,Estado de México,COACOALCO,1240,11826.31,126,4.52,3171.11,1,29/01/2024,69,0,EV
